Sample_ID,Data_type,Mother_plant_ID,Temperature_type,Temperature_treatment,Soil_type,Soil_moisture_treatment,Soil_microbial_origin,Plant_population_origin,Sympatry,Number_of_seeds_planted,Number_of_emerged_seedlings,Date,Measurement_time_point,Plant_age_days,Leaf_number,Leaf_length_cm,Leaf_width_cm,Rosette_shape_flat/high,Leaf_allometry,Leaf_size,Leaf_area,AMF_colonisation_percent,Leaves_freshweight_g,Leaves_dryweight_g,Roots_dryweight_g,Root_shoot_ratio,Total_biomass_g
379,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,2,2,29-01-2016,1,19,2,2.1,0.1,NA,0.047619048,0.21,0.42,NA,NA,NA,NA,NA,NA
380,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Meadow,Forest,Non-local,2,1,29-01-2016,1,19,2,3,0.1,NA,0.033333333,0.3,0.6,NA,NA,NA,NA,NA,NA
381,leaves,Meadow_P03,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,2,3.6,0.1,NA,0.027777778,0.36,0.72,NA,NA,NA,NA,NA,NA
382,leaves,Meadow_P03,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,2,1,29-01-2016,1,19,2,3.3,0.1,NA,0.03030303,0.33,0.66,NA,NA,NA,NA,NA,NA
383,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,2,0,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,leaves,Meadow_P08,Low, 15C,Low, 10%watervol,Meadow,Meadow,Local,2,2,29-01-2016,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,leaves,Coast_P09,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,7,12.9,0.6,NA,0.046511628,7.74,54.18,NA,NA,NA,NA,NA,NA
50,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,2,3.5,0.1,NA,0.028571429,0.35,0.7,NA,NA,NA,NA,NA,NA
51,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,6,6.6,0.4,NA,0.060606061,2.64,15.84,NA,NA,NA,NA,NA,NA
52,leaves,Coast_P10,High, 25C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,6,6.5,0.4,NA,0.061538462,2.6,15.6,NA,NA,NA,NA,NA,NA
53,leaves,Forest_P10,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,6,11.7,0.7,NA,0.05982906,8.19,49.14,NA,NA,NA,NA,NA,NA
54,leaves,Forest_P12,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,7,8.8,0.8,NA,0.090909091,7.04,49.28,NA,NA,NA,NA,NA,NA
55,leaves,Forest_P15,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,5,9.3,0.6,NA,0.064516129,5.58,27.9,NA,NA,NA,NA,NA,NA
56,leaves,Forest_P4,High, 25C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,2,1.9,0.2,NA,0.105263158,0.38,0.76,NA,NA,NA,NA,NA,NA
57,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,6,7.7,0.6,NA,0.077922078,4.62,27.72,NA,NA,NA,NA,NA,NA
58,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,7,7.3,0.8,NA,0.109589041,5.84,40.88,NA,NA,NA,NA,NA,NA
59,leaves,Meadow_P03,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,4,6.3,0.5,NA,0.079365079,3.15,12.6,NA,NA,NA,NA,NA,NA
60,leaves,Meadow_P07,High, 25C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,7,13.5,0.6,NA,0.044444444,8.1,56.7,NA,NA,NA,NA,NA,NA
74,leaves,Coast_P21,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,6,11.1,0.6,NA,0.054054054,6.66,39.96,NA,NA,NA,NA,NA,NA
75,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,3,1.6,0.2,NA,0.125,0.32,0.96,NA,NA,NA,NA,NA,NA
76,leaves,Coast_P23,High, 25C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,8,10.4,0.6,NA,0.057692308,6.24,49.92,NA,NA,NA,NA,NA,NA
77,leaves,Forest_P11,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,7,6.7,0.4,NA,0.059701493,2.68,18.76,NA,NA,NA,NA,NA,NA
78,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,5,5.4,0.4,NA,0.074074074,2.16,10.8,NA,NA,NA,NA,NA,NA
79,leaves,Forest_P12,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,6,7.2,0.6,NA,0.083333333,4.32,25.92,NA,NA,NA,NA,NA,NA
80,leaves,Forest_P4,High, 25C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,7,10.3,0.6,NA,0.058252427,6.18,43.26,NA,NA,NA,NA,NA,NA
81,leaves,Meadow_P01,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,8,7,0.8,NA,0.114285714,5.6,44.8,NA,NA,NA,NA,NA,NA
82,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,6,8.3,0.5,NA,0.060240964,4.15,24.9,NA,NA,NA,NA,NA,NA
83,leaves,Meadow_P03,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,9,7.5,0.8,NA,0.106666667,6,54,NA,NA,NA,NA,NA,NA
84,leaves,Meadow_P06,High, 25C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,9,7.5,1,NA,0.133333333,7.5,67.5,NA,NA,NA,NA,NA,NA
85,leaves,Coast_P01,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,3,6.9,0.4,NA,0.057971014,2.76,8.28,NA,NA,NA,NA,NA,NA
86,leaves,Coast_P07,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,7,13.5,0.7,NA,0.051851852,9.45,66.15,NA,NA,NA,NA,NA,NA
87,leaves,Coast_P21,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,7,12.7,0.7,NA,0.05511811,8.89,62.23,NA,NA,NA,NA,NA,NA
88,leaves,Coast_P23,High, 25C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,leaves,Forest_P10,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,7,6.3,0.6,NA,0.095238095,3.78,26.46,NA,NA,NA,NA,NA,NA
90,leaves,Forest_P11,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,6,6.2,0.5,NA,0.080645161,3.1,18.6,NA,NA,NA,NA,NA,NA
91,leaves,Forest_P15,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,7,11.3,0.6,NA,0.053097345,6.78,47.46,NA,NA,NA,NA,NA,NA
92,leaves,Forest_P4,High, 25C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,7,10,0.8,NA,0.08,8,56,NA,NA,NA,NA,NA,NA
93,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,5,5,0.4,NA,0.08,2,10,NA,NA,NA,NA,NA,NA
94,leaves,Meadow_P03,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,4,4.4,0.4,NA,0.090909091,1.76,7.04,NA,NA,NA,NA,NA,NA
95,leaves,Meadow_P05,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,7,6.1,0.6,NA,0.098360656,3.66,25.62,NA,NA,NA,NA,NA,NA
96,leaves,Meadow_P08,High, 25C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,7,7.2,0.4,NA,0.055555556,2.88,20.16,NA,NA,NA,NA,NA,NA
145,leaves,Coast_P01,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,4,8.6,0.4,NA,0.046511628,3.44,13.76,NA,NA,NA,NA,NA,NA
146,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,6,14.9,0.7,NA,0.046979866,10.43,62.58,NA,NA,NA,NA,NA,NA
147,leaves,Coast_P07,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,6,11.5,0.6,NA,0.052173913,6.9,41.4,NA,NA,NA,NA,NA,NA
148,leaves,Coast_P10,High, 25C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,leaves,Forest_P11,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,7,6.7,0.7,NA,0.104477612,4.69,32.83,NA,NA,NA,NA,NA,NA
150,leaves,Forest_P12,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,leaves,Forest_P15,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,8,6.2,0.5,NA,0.080645161,3.1,24.8,NA,NA,NA,NA,NA,NA
152,leaves,Forest_P3,High, 25C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,5,1.5,0.6,NA,0.4,0.9,4.5,NA,NA,NA,NA,NA,NA
153,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,7,7.2,0.8,NA,0.111111111,5.76,40.32,NA,NA,NA,NA,NA,NA
155,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,9,7.1,0.7,NA,0.098591549,4.97,44.73,NA,NA,NA,NA,NA,NA
156,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,6,5.6,0.7,NA,0.125,3.92,23.52,NA,NA,NA,NA,NA,NA
169,leaves,Coast_P01,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,6,11.3,0.9,NA,0.079646018,10.17,61.02,NA,NA,NA,NA,NA,NA
170,leaves,Coast_P07,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,6,11.4,0.6,NA,0.052631579,6.84,41.04,NA,NA,NA,NA,NA,NA
171,leaves,Coast_P10,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,leaves,Coast_P23,High, 25C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,6,8.9,0.6,NA,0.06741573,5.34,32.04,NA,NA,NA,NA,NA,NA
173,leaves,Forest_P10,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,leaves,Forest_P15,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,7,5.4,0.4,NA,0.074074074,2.16,15.12,NA,NA,NA,NA,NA,NA
175,leaves,Forest_P3,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,leaves,Forest_P4,High, 25C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,leaves,Meadow_P01,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,8,8.5,0.8,NA,0.094117647,6.8,54.4,NA,NA,NA,NA,NA,NA
178,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,9,9,0.8,NA,0.088888889,7.2,64.8,NA,NA,NA,NA,NA,NA
179,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,7,10.4,0.7,NA,0.067307692,7.28,50.96,NA,NA,NA,NA,NA,NA
180,leaves,Meadow_P06,High, 25C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,9,9.1,0.8,NA,0.087912088,7.28,65.52,NA,NA,NA,NA,NA,NA
181,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,7.5,0.4,NA,0.053333333,3,12,NA,NA,NA,NA,NA,NA
182,leaves,Coast_P01,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,7,11.1,0.7,NA,0.063063063,7.77,54.39,NA,NA,NA,NA,NA,NA
183,leaves,Coast_P07,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,5,9.4,0.4,NA,0.042553191,3.76,18.8,NA,NA,NA,NA,NA,NA
184,leaves,Coast_P10,High, 25C,Low, 10%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,leaves,Forest_P10,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,10,13.2,0.6,NA,0.045454545,7.92,79.2,NA,NA,NA,NA,NA,NA
186,leaves,Forest_P12,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,7,8.1,0.6,NA,0.074074074,4.86,34.02,NA,NA,NA,NA,NA,NA
187,leaves,Forest_P3,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,10,7.1,0.6,NA,0.084507042,4.26,42.6,NA,NA,NA,NA,NA,NA
188,leaves,Forest_P4,High, 25C,Low, 10%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,leaves,Meadow_P05,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,7,6.1,0.5,NA,0.081967213,3.05,21.35,NA,NA,NA,NA,NA,NA
190,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,7,7.4,0.6,NA,0.081081081,4.44,31.08,NA,NA,NA,NA,NA,NA
191,leaves,Meadow_P07,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,leaves,Meadow_P08,High, 25C,Low, 10%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,6,8.7,0.7,NA,0.08045977,6.09,36.54,NA,NA,NA,NA,NA,NA
241,leaves,Coast_P09,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,4,8,0.6,NA,0.075,4.8,19.2,NA,NA,NA,NA,NA,NA
242,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,leaves,Coast_P10,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,4,4.3,0.4,NA,0.093023256,1.72,6.88,NA,NA,NA,NA,NA,NA
244,leaves,Coast_P23,Low, 15C,High, 40%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,3,1.2,0.1,NA,0.083333333,0.12,0.36,NA,NA,NA,NA,NA,NA
245,leaves,Forest_P10,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,leaves,Forest_P11,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,3,1.9,0.2,NA,0.105263158,0.38,1.14,NA,NA,NA,NA,NA,NA
247,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,leaves,Forest_P12,Low, 15C,High, 40%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,4,3.8,0.3,NA,0.078947368,1.14,4.56,NA,NA,NA,NA,NA,NA
249,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,3,1.1,0.1,NA,0.090909091,0.11,0.33,NA,NA,NA,NA,NA,NA
250,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,3,5.3,0.5,NA,0.094339623,2.65,7.95,NA,NA,NA,NA,NA,NA
251,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,leaves,Meadow_P08,Low, 15C,High, 40%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,leaves,Coast_P01,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,4,5,0.6,NA,0.12,3,12,NA,NA,NA,NA,NA,NA
266,leaves,Coast_P09,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,3,3.2,0.4,NA,0.125,1.28,3.84,NA,NA,NA,NA,NA,NA
267,leaves,Coast_P10,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,3,3.1,0.3,NA,0.096774194,0.93,2.79,NA,NA,NA,NA,NA,NA
268,leaves,Coast_P21,Low, 15C,High, 40%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,4,6.5,0.5,NA,0.076923077,3.25,13,NA,NA,NA,NA,NA,NA
269,leaves,Forest_P15,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,4,5.1,0.4,NA,0.078431373,2.04,8.16,NA,NA,NA,NA,NA,NA
271,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,4,4.1,0.4,NA,0.097560976,1.64,6.56,NA,NA,NA,NA,NA,NA
272,leaves,Forest_P3,Low, 15C,High, 40%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,3,1.7,0.3,NA,0.176470588,0.51,1.53,NA,NA,NA,NA,NA,NA
273,leaves,Meadow_P01,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,4,3.9,0.6,NA,0.153846154,2.34,9.36,NA,NA,NA,NA,NA,NA
274,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,4,6.2,0.4,NA,0.064516129,2.48,9.92,NA,NA,NA,NA,NA,NA
276,leaves,Meadow_P07,Low, 15C,High, 40%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,leaves,Coast_P07,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,7.7,0.7,NA,0.090909091,5.39,21.56,NA,NA,NA,NA,NA,NA
278,leaves,Coast_P09,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,6.5,0.6,NA,0.092307692,3.9,15.6,NA,NA,NA,NA,NA,NA
279,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,leaves,Coast_P10,Low, 15C,High, 40%watervol,Meadow,Coast,Non-local,NA,NA,12/2/16,2,33,4,5.7,0.5,NA,0.087719298,2.85,11.4,NA,NA,NA,NA,NA,NA
281,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,leaves,Forest_P10,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,4,3.3,0.3,NA,0.090909091,0.99,3.96,NA,NA,NA,NA,NA,NA
284,leaves,Forest_P3,Low, 15C,High, 40%watervol,Meadow,Forest,Non-local,NA,NA,12/2/16,2,33,3,3.3,0.3,NA,0.090909091,0.99,2.97,NA,NA,NA,NA,NA,NA
285,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,3,2.2,0.2,NA,0.090909091,0.44,1.32,NA,NA,NA,NA,NA,NA
286,leaves,Meadow_P05,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,3,3.4,0.4,NA,0.117647059,1.36,4.08,NA,NA,NA,NA,NA,NA
287,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,3,2.3,0.3,NA,0.130434783,0.69,2.07,NA,NA,NA,NA,NA,NA
288,leaves,Meadow_P06,Low, 15C,High, 40%watervol,Meadow,Meadow,Local,NA,NA,12/2/16,2,33,3,3.8,0.4,NA,0.105263158,1.52,4.56,NA,NA,NA,NA,NA,NA
337,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,5,6.5,0.5,NA,0.076923077,3.25,16.25,NA,NA,NA,NA,NA,NA
338,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,3,1.3,0.2,NA,0.153846154,0.26,0.78,NA,NA,NA,NA,NA,NA
340,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Coast,Coast,Local,NA,NA,12/2/16,2,33,4,5,0.4,NA,0.08,2,8,NA,NA,NA,NA,NA,NA
341,leaves,Forest_P10,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,leaves,Forest_P11,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,4,4.7,0.4,NA,0.085106383,1.88,7.52,NA,NA,NA,NA,NA,NA
343,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,3,4.1,0.3,NA,0.073170732,1.23,3.69,NA,NA,NA,NA,NA,NA
344,leaves,Forest_P4,Low, 15C,Low, 10%watervol,Coast,Forest,Non-local,NA,NA,12/2/16,2,33,4,4.2,0.4,NA,0.095238095,1.68,6.72,NA,NA,NA,NA,NA,NA
345,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,3,2.9,0.3,NA,0.103448276,0.87,2.61,NA,NA,NA,NA,NA,NA
347,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,4,7.1,0.4,NA,0.056338028,2.84,11.36,NA,NA,NA,NA,NA,NA
348,leaves,Meadow_P06,Low, 15C,Low, 10%watervol,Coast,Meadow,Non-local,NA,NA,12/2/16,2,33,4,4.6,0.4,NA,0.086956522,1.84,7.36,NA,NA,NA,NA,NA,NA
361,leaves,Coast_P07,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,3,4.6,0.4,NA,0.086956522,1.84,5.52,NA,NA,NA,NA,NA,NA
362,leaves,Coast_P09,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,4,4.3,0.5,NA,0.11627907,2.15,8.6,NA,NA,NA,NA,NA,NA
363,leaves,Coast_P10,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,4,4.1,0.4,NA,0.097560976,1.64,6.56,NA,NA,NA,NA,NA,NA
364,leaves,Coast_P21,Low, 15C,Low, 10%watervol,Forest,Coast,Non-local,NA,NA,12/2/16,2,33,4,6.6,0.5,NA,0.075757576,3.3,13.2,NA,NA,NA,NA,NA,NA
365,leaves,Forest_P12,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,4,3.6,0.3,NA,0.083333333,1.08,4.32,NA,NA,NA,NA,NA,NA
366,leaves,Forest_P11,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,4,3.3,0.4,NA,0.121212121,1.32,5.28,NA,NA,NA,NA,NA,NA
367,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,4,3.8,0.3,NA,0.078947368,1.14,4.56,NA,NA,NA,NA,NA,NA
368,leaves,Forest_P15,Low, 15C,Low, 10%watervol,Forest,Forest,Local,NA,NA,12/2/16,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,leaves,Meadow_P01,Low, 15C,Low, 10%watervol,Forest,Meadow,Non-local,NA,NA,12/2/16,2,33,4,3.5,0.4,NA,0.114285714,1.4,5.6,NA,NA,NA,NA,NA,NA
